Name,Year,Type,Genre,MovieScore,Metascore,Duration,MovieColor,MovieLanguage,MovieWorldwideGross,MovieURL,Total_Votes
Precious ,2009,Movie,['Drama'],7.3,79,110,Color,English,63647833,https://www.imdb.com/title/tt0929632/,100900
The Whole Nine Yards ,2000,Movie,"['Comedy', 'Crime']",6.7,47,98,Color,English,106371651,https://www.imdb.com/title/tt0190138/,103844
El árbol de la sangre ,2018,Movie,['Drama'],6.4,0,130,Color,Spanish,315750,https://www.imdb.com/title/tt6433832/,1375
"Good Night, and Good Luck. ",2005,Movie,"['Biography', 'Drama', 'History']",7.4,80,93, Black and White,English,54641191,https://www.imdb.com/title/tt0433383/,90796
Australia ,2008,Movie,"['Adventure', 'Comedy', 'Drama', 'Romance', 'War', 'Western']",6.6,53,165,Color,English,211368784,https://www.imdb.com/title/tt0455824/,114538
Chase ,2019,Movie,['Thriller'],7.3,0,84,Color,English,0,https://www.imdb.com/title/tt8160864/,5478
The Forest ,2016,Movie,"['Horror', 'Mystery', 'Thriller']",4.8,34,93,Color,English,37608299,https://www.imdb.com/title/tt3387542/,36936
Casino Royale ,1967,Movie,['Comedy'],5.2,48,131, Black and White,English,2324,https://www.imdb.com/title/tt0061452/,25330
Star Trek: Renegades,-,TV Series,"['Action', 'Adventure', 'Sci-Fi']",4.9,0,88,Color,English,0,https://www.imdb.com/title/tt2621446/,3287
A Good Year ,2006,Movie,"['Comedy', 'Drama', 'Romance']",7,47,117,Color,English,42064105,https://www.imdb.com/title/tt0401445/,83256
A Good Day to Die Hard ,2013,Movie,"['Action', 'Thriller']",5.3,28,98,Color,English,304654182,https://www.imdb.com/title/tt1606378/,189870
Submission ,2017,Movie,['Drama'],5.6,52,106,Color,English,39985,https://www.imdb.com/title/tt2707810/,863
Adventureland ,2009,Movie,"['Comedy', 'Drama', 'Romance']",6.8,76,107,Color,English,17164377,https://www.imdb.com/title/tt1091722/,147418
Sleepless ,2017,Movie,"['Action', 'Crime', 'Thriller']",5.6,34,95,Color,English,32917353,https://www.imdb.com/title/tt2072233/,26436
Mike Tyson Mysteries,-,TV Series,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']",8.1,0,12,Color,English,0,https://www.imdb.com/title/tt3038546/,3133
Young and Beautiful ,2013,Movie,"['Drama', 'Romance']",6.7,63,95,Color,French,9757417,https://www.imdb.com/title/tt2752200/,29398
Joe Dirt ,2001,Movie,"['Adventure', 'Comedy', 'Drama']",5.9,20,91,Color,English,30987695,https://www.imdb.com/title/tt0245686/,48139
2 Guns ,2013,Movie,"['Action', 'Comedy', 'Crime', 'Thriller']",6.7,55,109,Color,English,131940411,https://www.imdb.com/title/tt1272878/,183767
The Black Hole ,1979,Movie,"['Action', 'Sci-Fi']",6,0,98,Color,English,35841901,https://www.imdb.com/title/tt0078869/,21304
Arsenal ,2017,Movie,"['Action', 'Crime', 'Thriller']",4,25,97,Color,English,41037,https://www.imdb.com/title/tt5580536/,3614
Three ,2005,Movie,"['Drama', 'Romance', 'Thriller']",4.9,0,95,Color,English,558764,https://www.imdb.com/title/tt0377309/,8641
Victor Frankenstein ,2015,Movie,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",6,36,110,Color,English,34227298,https://www.imdb.com/title/tt1976009/,48199
The Ghost and the Darkness ,1996,Movie,"['Adventure', 'Drama', 'Thriller']",6.8,0,110,Color,English,38619405,https://www.imdb.com/title/tt0116409/,53018
El Recluso,-,TV Series,"['Drama', 'Thriller']",7.1,0,60,Color,English,0,https://www.imdb.com/title/tt8452308/,1226
Tooth Fairy ,2010,Movie,"['Comedy', 'Family', 'Fantasy', 'Sport']",5,36,101,Color,English,112462508,https://www.imdb.com/title/tt0808510/,38588
Sahara ,2005,Movie,"['Action', 'Comedy', 'Thriller']",6,41,124,Color,English,119240351,https://www.imdb.com/title/tt0318649/,87444
2010: The Year We Make Contact ,1984,Movie,"['Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",6.8,53,116,Color,English,40400657,https://www.imdb.com/title/tt0086837/,47168
Super Troopers ,2001,Movie,"['Comedy', 'Crime', 'Mystery']",7.1,48,100,Color,English,23182223,https://www.imdb.com/title/tt0247745/,91820
The Ruins ,2008,Movie,['Horror'],5.8,44,90,Color,English,22736861,https://www.imdb.com/title/tt0963794/,66493
Bad Lieutenant ,1992,Movie,"['Crime', 'Drama', 'Thriller']",7.1,70,96,Color,English,2038916,https://www.imdb.com/title/tt0103759/,35239
Terra Nova,-,TV Series,"['Adventure', 'Drama', 'Mystery', 'Sci-Fi']",6.7,0,0,Color,English,0,https://www.imdb.com/title/tt1641349/,77283
Mr. Deeds ,2002,Movie,"['Comedy', 'Romance']",5.8,24,96,Color,English,171269535,https://www.imdb.com/title/tt0280590/,128455
The Thundermans,-,TV Series,"['Action', 'Comedy', 'Family', 'Sci-Fi']",5.7,0,23,Color,English,0,https://www.imdb.com/title/tt2712516/,3008
Gwoemul ,2006,Movie,"['Action', 'Drama', 'Horror', 'Sci-Fi']",7,85,120,Color,Korean,89433436,https://www.imdb.com/title/tt0468492/,86685
Smokey and the Bandit ,1977,Movie,"['Action', 'Comedy']",6.9,50,96,Color,English,126737428,https://www.imdb.com/title/tt0076729/,41512
Shin Gojira ,2016,Movie,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",6.7,67,120,Color,Japanese,78048505,https://www.imdb.com/title/tt4262980/,19057
Children of the Corn ,1984,Movie,"['Horror', 'Thriller']",5.7,45,92,Color,English,14568989,https://www.imdb.com/title/tt0087050/,43242
The Muppets ,2011,Movie,"['Adventure', 'Comedy', 'Family', 'Musical']",7.1,75,103,Color,English,165184237,https://www.imdb.com/title/tt1204342/,83285
Black Christmas ,1974,Movie,"['Horror', 'Mystery', 'Thriller']",7.2,0,98,Color,English,0,https://www.imdb.com/title/tt0071222/,28001
Cabin Fever ,2002,Movie,['Horror'],5.6,56,93,Color,English,30553394,https://www.imdb.com/title/tt0303816/,70566
Hombre ,1967,Movie,['Western'],7.4,80,111,Color,English,0,https://www.imdb.com/title/tt0061770/,10318
Jawbreaker ,1999,Movie,"['Comedy', 'Crime', 'Thriller']",5.6,22,87,Color,English,3117085,https://www.imdb.com/title/tt0155776/,22459
Never Grow Old ,2019,Movie,"['Action', 'Drama', 'Western']",5.8,65,100,Color,English,106796,https://www.imdb.com/title/tt1158939/,1597
In the Heat of the Night ,1967,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",8,75,110,Color,English,27669,https://www.imdb.com/title/tt0061811/,61332
Dracula 3D ,2012,Movie,"['Horror', 'Romance', 'Thriller']",3.5,25,110,Color,English,673112,https://www.imdb.com/title/tt1852770/,3725
Blue Jasmine ,2013,Movie,['Drama'],7.3,78,98,Color,English,97505481,https://www.imdb.com/title/tt2334873/,181091
Chocolat ,2000,Movie,"['Drama', 'Romance']",7.2,64,121,Color,English,152699946,https://www.imdb.com/title/tt0241303/,169484
Shtisel,-,TV Series,['Drama'],8.7,0,45,Color,Hebrew,0,https://www.imdb.com/title/tt3069894/,1454
Las Vegas,-,TV Series,"['Crime', 'Drama']",7.4,0,60,Color,English,0,https://www.imdb.com/title/tt0364828/,24825
The Six Million Dollar Man,-,TV Series,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Sci-Fi']",7.1,0,60,Color,English,0,https://www.imdb.com/title/tt0071054/,8112
Money Monster ,2016,Movie,"['Crime', 'Drama', 'Thriller']",6.5,55,98,Color,English,93282604,https://www.imdb.com/title/tt2241351/,87810
Star Trek Continues,-,TV Series,"['Action', 'Adventure', 'Sci-Fi']",8,0,45,Color,English,0,https://www.imdb.com/title/tt2732442/,2167
Dogs of Berlin,-,TV Series,"['Action', 'Crime', 'Drama', 'Thriller']",7.5,0,542,Color,German,0,https://www.imdb.com/title/tt6839788/,7141
Norbit ,2007,Movie,"['Comedy', 'Romance']",4,27,102,Color,English,159313561,https://www.imdb.com/title/tt0477051/,63766
Parker ,2013,Movie,"['Action', 'Crime', 'Thriller']",6.2,42,118,Color,English,46216641,https://www.imdb.com/title/tt1904996/,106545
Extras,-,TV Series,"['Comedy', 'Drama']",8.3,0,30,Color,English,0,https://www.imdb.com/title/tt0445114/,49084
Dollhouse,-,TV Series,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.7,0,44,Color,English,0,https://www.imdb.com/title/tt1135300/,44439
The Adventures of Sharkboy and Lavagirl 3-D ,2005,Movie,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",3.5,38,93,Color,English,69425966,https://www.imdb.com/title/tt0424774/,27869
Sydney to the Max,-,TV Series,"['Comedy', 'Family']",6,0,22,Color,English,0,https://www.imdb.com/title/tt8959856/,144
The Postman ,1997,Movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6.1,29,177,Color,English,17626234,https://www.imdb.com/title/tt0119925/,65002
Barb Wire ,1996,Movie,"['Action', 'Sci-Fi']",3.3,40,98,Color,English,3793614,https://www.imdb.com/title/tt0115624/,23618
Tango & Cash ,1989,Movie,"['Action', 'Comedy', 'Crime', 'Thriller']",6.4,41,104,Color,English,63408614,https://www.imdb.com/title/tt0098439/,89736
"Two Guys, a Girl and a Pizza Place",-,TV Series,"['Comedy', 'Romance']",7.4,0,30,Color,English,0,https://www.imdb.com/title/tt0137330/,14901
The Flash,-,TV Series,"['Action', 'Crime', 'Fantasy', 'Sci-Fi']",7.2,0,48,Color,English,0,https://www.imdb.com/title/tt0098798/,5856
Bloodsport ,1988,Movie,"['Action', 'Biography', 'Drama', 'Sport']",6.8,29,92,Color,English,11806119,https://www.imdb.com/title/tt0092675/,70306
The Lion in Winter ,1968,Movie,"['Biography', 'Drama', 'History']",8,0,134,Color,English,18177,https://www.imdb.com/title/tt0063227/,27233
The Book of Henry ,2017,Movie,"['Crime', 'Drama', 'Thriller']",6.6,31,105,Color,English,4596705,https://www.imdb.com/title/tt4572792/,20564
Gothika ,2003,Movie,"['Horror', 'Mystery', 'Thriller']",5.8,38,98,Color,English,141591324,https://www.imdb.com/title/tt0348836/,101408
Selena ,1997,Movie,"['Biography', 'Drama', 'Music']",6.7,67,127,Color,English,35281794,https://www.imdb.com/title/tt0120094/,22649
Hell Is Where the Home Is ,2018,Movie,"['Horror', 'Thriller']",4.8,42,88,Color,English,0,https://www.imdb.com/title/tt7284202/,442
Naked ,2017,Movie,"['Comedy', 'Fantasy', 'Romance']",5.4,36,96,Color,English,0,https://www.imdb.com/title/tt6048930/,14838
The Pages ,2018,Movie,"['Drama', 'Thriller']",4.9,40,102,Color,English,32427,https://www.imdb.com/title/tt7049542/,518
Minions ,2015,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.4,56,91,Color,English,1159398397,https://www.imdb.com/title/tt2293640/,197013
Hell's Kitchen,-,TV Series,"['Game-Show', 'Reality-TV']",7,0,42,Color,English,0,https://www.imdb.com/title/tt0437005/,17172
Taare Zameen Par ,2007,Movie,"['Drama', 'Family']",8.4,0,165,Color,Hindi,21897373,https://www.imdb.com/title/tt0986264/,145908
The Stepford Wives ,2004,Movie,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",5.3,42,93,Color,English,101297248,https://www.imdb.com/title/tt0327162/,56898
The Chef Show,-,TV Series,['Documentary'],8.2,0,30,Color,English,0,https://www.imdb.com/title/tt10359446/,1796
Speechless,-,TV Series,['Comedy'],7.6,0,30,Color,English,0,https://www.imdb.com/title/tt5592146/,6278
Son of the Mask ,2005,Movie,"['Comedy', 'Family', 'Fantasy']",2.2,20,94,Color,English,57552641,https://www.imdb.com/title/tt0362165/,49564
In Her Shoes ,2005,Movie,"['Comedy', 'Drama', 'Romance']",6.4,60,130,Color,English,83073883,https://www.imdb.com/title/tt0388125/,57013
Battle Los Angeles ,2011,Movie,"['Action', 'Sci-Fi']",5.7,37,116,Color,English,211819354,https://www.imdb.com/title/tt1217613/,167945
The Woman ,2011,Movie,['Horror'],6,58,101,Color,English,1449,https://www.imdb.com/title/tt1714208/,20346
Non-Stop ,2014,Movie,"['Action', 'Mystery', 'Thriller']",7,56,106,Color,English,222809600,https://www.imdb.com/title/tt2024469/,236765
The Hot Chick ,2002,Movie,"['Comedy', 'Fantasy']",5.5,29,104,Color,English,54639553,https://www.imdb.com/title/tt0302640/,85501
Match Game 73,-,TV Series,"['Comedy', 'Game-Show']",8.2,0,0,Color,English,0,https://www.imdb.com/title/tt0069608/,1539
Bound ,1996,Movie,"['Crime', 'Romance', 'Thriller']",7.3,61,109,Color,English,3802260,https://www.imdb.com/title/tt0115736/,47585
Vertical Limit ,2000,Movie,"['Action', 'Adventure', 'Drama', 'Thriller']",5.9,48,124,Color,English,215663859,https://www.imdb.com/title/tt0190865/,55727
Bend It Like Beckham ,2002,Movie,"['Comedy', 'Drama', 'Romance', 'Sport']",6.6,66,112,Color,English,76583333,https://www.imdb.com/title/tt0286499/,99945
The Black Cauldron ,1985,Movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Horror']",6.4,59,80,Color,English,21288692,https://www.imdb.com/title/tt0088814/,27826
Loving Vincent ,2017,Movie,"['Animation', 'Biography', 'Crime', 'Drama', 'Mystery']",7.8,62,94,Color,English,42187665,https://www.imdb.com/title/tt3262342/,41559
Monsters vs. Aliens ,2009,Movie,"['Animation', 'Action', 'Comedy', 'Family', 'Sci-Fi']",6.5,56,94,Color,English,381509870,https://www.imdb.com/title/tt0892782/,137445
Made in Heaven,-,TV Series,"['Drama', 'Romance']",8.4,0,0,Color,Hindi,0,https://www.imdb.com/title/tt6494622/,5133
The Men Who Stare at Goats ,2009,Movie,"['Comedy', 'War']",6.2,54,94,Color,English,68968688,https://www.imdb.com/title/tt1234548/,122298
Father of the Bride ,1991,Movie,"['Comedy', 'Family', 'Romance']",6.5,51,105,Color,English,89325780,https://www.imdb.com/title/tt0101862/,63936
Running Scared ,1986,Movie,"['Action', 'Comedy', 'Crime', 'Thriller']",6.6,49,107,Color,English,38500726,https://www.imdb.com/title/tt0091875/,10514
I Am...,-,TV Series,['Drama'],7,0,0,Color,English,0,https://www.imdb.com/title/tt9165134/,107
Jarhead ,2005,Movie,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'War', 'Western']",7,58,125,Color,English,96889998,https://www.imdb.com/title/tt0418763/,163202
Serpico ,1973,Movie,"['Biography', 'Crime', 'Drama', 'Thriller']",7.7,87,130,Color,English,29829963,https://www.imdb.com/title/tt0070666/,98444
Puppy Dog Pals,-,TV Series,"['Animation', 'Comedy', 'Family', 'Musical']",7.1,0,24,Color,English,0,https://www.imdb.com/title/tt6688750/,525
Pájaros de verano ,2018,Movie,['Drama'],7.6,85,125,Color,Wayuu,2304548,https://www.imdb.com/title/tt6386748/,5865
Anatomy of a Murder ,1959,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",8,95,161, Black and White,English,0,https://www.imdb.com/title/tt0052561/,54770
Maniac ,2012,Movie,"['Horror', 'Thriller']",6.1,47,89,Color,English,2631275,https://www.imdb.com/title/tt2103217/,32900
Society ,1989,Movie,"['Comedy', 'Horror']",6.5,0,99,Color,English,0,https://www.imdb.com/title/tt0098354/,11716
Insidious: Chapter 2 ,2013,Movie,"['Horror', 'Mystery', 'Thriller']",6.6,40,106,Color,English,161919318,https://www.imdb.com/title/tt2226417/,143486
The Guest ,2014,Movie,"['Action', 'Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']",6.7,76,100,Color,English,2700051,https://www.imdb.com/title/tt2980592/,83059
Blues Brothers 2000 ,1998,Movie,"['Action', 'Comedy', 'Crime', 'Music', 'Musical']",4.9,0,123,Color,English,14051384,https://www.imdb.com/title/tt0118747/,30007
My Week with Marilyn ,2011,Movie,"['Biography', 'Drama']",7,65,99,Color,English,35057696,https://www.imdb.com/title/tt1655420/,79913
Terms of Endearment ,1983,Movie,"['Comedy', 'Drama']",7.4,79,132,Color,English,108423489,https://www.imdb.com/title/tt0086425/,50123
My Friend Dahmer ,2017,Movie,['Drama'],6.2,68,107,Color,English,1436751,https://www.imdb.com/title/tt2291540/,12723
Janet King,-,TV Series,"['Crime', 'Drama', 'Mystery']",7.8,0,0,Color,English,0,https://www.imdb.com/title/tt2645122/,1291
Kon-Tiki ,2012,Movie,"['Adventure', 'History']",7.2,62,118,Color,Norwegian,22842887,https://www.imdb.com/title/tt1613750/,42293
Avengers Assemble,-,TV Series,"['Animation', 'Action', 'Adventure', 'Sci-Fi']",7,0,23,Color,English,0,https://www.imdb.com/title/tt2455546/,5958
Braindead ,1992,Movie,"['Comedy', 'Horror']",7.5,54,104,Color,English,242623,https://www.imdb.com/title/tt0103873/,87187
Can't Hardly Wait ,1998,Movie,"['Comedy', 'Romance']",6.5,52,100,Color,English,25605015,https://www.imdb.com/title/tt0127723/,42411
Nikita ,1990,Movie,"['Action', 'Thriller']",7.3,56,117,Color,French,5017971,https://www.imdb.com/title/tt0100263/,63420
Doctor Doctor,-,TV Series,['Drama'],7.8,0,50,Color,English,0,https://www.imdb.com/title/tt6015808/,1410
Dead Man ,1995,Movie,"['Drama', 'Fantasy', 'Western']",7.6,62,121, Black and White,English,1037847,https://www.imdb.com/title/tt0112817/,84644
Nothing But Trouble ,1991,Movie,['Comedy'],5.1,0,94,Color,English,8479793,https://www.imdb.com/title/tt0102558/,21071
Two Weeks Notice ,2002,Movie,"['Comedy', 'Romance']",6.1,42,101,Color,English,199043242,https://www.imdb.com/title/tt0313737/,99192
Constantine,-,TV Series,"['Drama', 'Fantasy', 'Horror', 'Thriller']",7.5,0,43,Color,English,0,https://www.imdb.com/title/tt3489184/,45894
Midnight Run ,1988,Movie,"['Action', 'Comedy', 'Crime', 'Thriller']",7.5,78,126,Color,English,81613606,https://www.imdb.com/title/tt0095631/,65535
The Tunnel,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.9,0,60,Color,English,0,https://www.imdb.com/title/tt2711738/,6525
Blair Witch ,2016,Movie,"['Horror', 'Mystery', 'Thriller']",5,47,89,Color,English,45173154,https://www.imdb.com/title/tt1540011/,37598
Out Cold ,2001,Movie,"['Comedy', 'Sport']",6.3,22,89,Color,English,14782676,https://www.imdb.com/title/tt0253798/,16116
The Fairly OddParents,-,TV Series,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.2,0,30,Color,English,0,https://www.imdb.com/title/tt0235918/,29713
The Babysitters ,2007,Movie,['Drama'],5.6,35,88,Color,English,44852,https://www.imdb.com/title/tt0796302/,10208
High Maintenance,-,TV Series,"['Comedy', 'Drama']",8,0,30,Color,English,0,https://www.imdb.com/title/tt6078096/,4908
Mighty Morphin Power Rangers: The Movie ,1995,Movie,"['Action', 'Adventure', 'Family', 'Sci-Fi', 'Thriller']",5.2,40,95,Color,English,66433194,https://www.imdb.com/title/tt0113820/,23699
Live by Night ,2016,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.4,49,129,Color,English,22678555,https://www.imdb.com/title/tt2361317/,47922
Captain Black ,2017,Movie,['Drama'],4.7,0,86,Color,English,0,https://www.imdb.com/title/tt6063648/,67
Edge of Darkness ,2010,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.6,55,117,Color,Latin,81124129,https://www.imdb.com/title/tt1226273/,85339
Red Eye ,2005,Movie,"['Mystery', 'Thriller']",6.4,71,85,Color,English,95577774,https://www.imdb.com/title/tt0421239/,106256
Thinner ,1996,Movie,"['Fantasy', 'Horror']",5.8,33,93,Color,English,15315484,https://www.imdb.com/title/tt0117894/,25545
Don't Tell Mom the Babysitter's Dead ,1991,Movie,['Comedy'],6.2,35,102,Color,English,25196249,https://www.imdb.com/title/tt0101757/,25522
The Human Centipede II  ,2011,Movie,['Horror'],3.8,17,91, Black and White,English,170323,https://www.imdb.com/title/tt1530509/,33098
She's Just a Shadow ,2019,Movie,"['Crime', 'Drama', 'Thriller']",4.2,12,118,Color,English,0,https://www.imdb.com/title/tt6019394/,71
The Wild Bunch ,1969,Movie,"['Action', 'Adventure', 'Western']",7.9,95,145,Color,English,638641,https://www.imdb.com/title/tt0065214/,72931
The Purge: Election Year ,2016,Movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",6,55,108,Color,English,118587880,https://www.imdb.com/title/tt4094724/,81646
Lucky Number Slevin ,2006,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.7,53,110,Color,English,56308881,https://www.imdb.com/title/tt0425210/,289688
Darkman ,1990,Movie,"['Action', 'Sci-Fi', 'Thriller']",6.4,65,96,Color,English,48878502,https://www.imdb.com/title/tt0099365/,54757
Reign of the Supermen ,2019,Movie,"['Animation', 'Action', 'Sci-Fi']",6.8,0,87,Color,English,3336,https://www.imdb.com/title/tt7167686/,7821
Fahrenheit 451 ,2018,Movie,"['Drama', 'Sci-Fi', 'Thriller']",4.9,0,100,Color,English,0,https://www.imdb.com/title/tt0360556/,14971
Pandorum ,2009,Movie,"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",6.7,28,108,Color,English,20645327,https://www.imdb.com/title/tt1188729/,137724
Donnybrook ,2018,Movie,"['Drama', 'Thriller']",5.4,53,101,Color,English,26284,https://www.imdb.com/title/tt7087210/,882
Get Hard ,2015,Movie,"['Comedy', 'Crime']",6,34,100,Color,English,111711453,https://www.imdb.com/title/tt2561572/,112592
Wonder Wheel ,2017,Movie,['Drama'],6.2,45,101,Color,English,15889124,https://www.imdb.com/title/tt5825380/,20567
Ken Park ,2002,Movie,['Drama'],5.9,0,93,Color,English,1058905,https://www.imdb.com/title/tt0209077/,27715
The Bridges of Madison County ,1995,Movie,"['Drama', 'Romance']",7.6,66,135,Color,English,182016617,https://www.imdb.com/title/tt0112579/,66510
Braven ,2018,Movie,"['Action', 'Drama']",6.1,61,94,Color,English,823471,https://www.imdb.com/title/tt5001754/,23924
Nosferatu ,1922,Movie,"['Fantasy', 'Horror']",7.9,0,94, Black and White,German,19054,https://www.imdb.com/title/tt0013442/,81694
"10,000 BC ",2008,Movie,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History']",5.1,34,109,Color,English,269784201,https://www.imdb.com/title/tt0443649/,120739
Mom and Dad ,2017,Movie,"['Comedy', 'Horror', 'Thriller']",5.5,59,86,Color,English,165962,https://www.imdb.com/title/tt5462326/,16617
Kôdo giasu: Hangyaku no rurûshu,-,TV Series,"['Animation', 'Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'War']",8.7,0,24,Color,Japanese,0,https://www.imdb.com/title/tt0994314/,41843
Abraham Lincoln: Vampire Hunter ,2012,Movie,"['Action', 'Fantasy', 'Horror', 'Western']",5.9,42,105,Color,English,116471580,https://www.imdb.com/title/tt1611224/,143815
Robin Hood ,1973,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Romance']",7.6,57,83,Color,English,0,https://www.imdb.com/title/tt0070608/,105426
Adventures of Aladdin ,2019,Movie,"['Adventure', 'Fantasy']",1.7,0,87,Color,English,0,https://www.imdb.com/title/tt9783778/,934
Hitman: Agent 47 ,2015,Movie,"['Action', 'Adventure', 'Crime', 'Thriller']",5.7,28,96,Color,English,82347656,https://www.imdb.com/title/tt2679042/,81284
The Domestics ,2018,Movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",5.7,0,95,Color,English,59766,https://www.imdb.com/title/tt5591666/,6906
Homeward Bound: The Incredible Journey ,1993,Movie,"['Adventure', 'Comedy', 'Drama', 'Family']",6.9,0,84,Color,English,41833324,https://www.imdb.com/title/tt0107131/,39289
Mirrors ,2008,Movie,"['Horror', 'Mystery']",6.1,35,110,Color,English,77488607,https://www.imdb.com/title/tt0790686/,97767
Gordon Ramsay: Uncharted,-,TV Series,"['Adventure', 'Reality-TV']",8,0,60,Color,English,0,https://www.imdb.com/title/tt9165706/,162
Key and Peele,-,TV Series,['Comedy'],8.3,0,30,Color,English,0,https://www.imdb.com/title/tt1981558/,14825
Peter Pan ,1953,Movie,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']",7.3,76,77,Color,English,87404651,https://www.imdb.com/title/tt0046183/,114580
Ordinary People ,1980,Movie,['Drama'],7.7,87,124,Color,English,54766923,https://www.imdb.com/title/tt0081283/,42772
Margin Call ,2011,Movie,"['Drama', 'Thriller']",7.1,76,107,Color,English,19504039,https://www.imdb.com/title/tt1615147/,108131
Roman Holiday ,1953,Movie,"['Comedy', 'Romance']",8,76,118, Black and White,English,0,https://www.imdb.com/title/tt0046250/,118741
Hangman ,2017,Movie,"['Crime', 'Mystery', 'Thriller']",5.2,31,98,Color,English,0,https://www.imdb.com/title/tt3011960/,10804
Room 104,-,TV Series,"['Drama', 'Horror', 'Thriller']",6.1,0,30,Color,English,0,https://www.imdb.com/title/tt6064882/,3948
Edge of Fear ,2018,Movie,['Thriller'],4.5,0,91,Color,English,0,https://www.imdb.com/title/tt7149916/,1444
Cop Car ,2015,Movie,"['Crime', 'Thriller']",6.3,66,88,Color,English,143658,https://www.imdb.com/title/tt3813310/,27955
We Are Your Friends ,2015,Movie,"['Drama', 'Music', 'Romance']",6.2,46,96,Color,English,11122090,https://www.imdb.com/title/tt3787590/,32974
The Victim,-,TV Series,['Drama'],7.7,0,57,Color,English,0,https://www.imdb.com/title/tt8178650/,1854
The Grudge ,2004,Movie,"['Horror', 'Mystery', 'Thriller']",5.9,49,91,Color,English,187281115,https://www.imdb.com/title/tt0391198/,132366
The Path,-,TV Series,['Drama'],7.3,0,60,Color,English,0,https://www.imdb.com/title/tt4789576/,7718
Acts of Violence ,2018,Movie,"['Action', 'Crime', 'Thriller']",5.2,28,86,Color,English,386790,https://www.imdb.com/title/tt6684714/,8354
A Star Is Born ,1954,Movie,"['Drama', 'Musical', 'Romance']",7.6,89,181,Color,English,4348890,https://www.imdb.com/title/tt0047522/,14264
The City of the Dead ,1960,Movie,"['Horror', 'Mystery', 'Thriller']",6.8,0,78, Black and White,English,0,https://www.imdb.com/title/tt0053719/,5283
Underworld: Rise of the Lycans ,2009,Movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",6.6,44,92,Color,English,91353501,https://www.imdb.com/title/tt0834001/,143473
8½ ,1963,Movie,['Drama'],8,0,138, Black and White,Italian,133205,https://www.imdb.com/title/tt0056801/,100392
Contes immoraux ,1973,Movie,"['Drama', 'Romance']",5.7,0,103,Color,French,0,https://www.imdb.com/title/tt0071359/,3463
Spin City,-,TV Series,['Comedy'],7.3,0,30,Color,English,0,https://www.imdb.com/title/tt0115369/,24755
Proven Innocent,-,TV Series,"['Crime', 'Drama', 'Mystery']",6.4,0,60,Color,English,0,https://www.imdb.com/title/tt7958782/,1981
Star Trek: Short Treks,-,TV Series,"['Short', 'Action', 'Adventure', 'Drama', 'Sci-Fi']",7.1,0,10,Color,English,0,https://www.imdb.com/title/tt9059594/,723
Lavender ,2016,Movie,"['Drama', 'Thriller']",5.3,46,92,Color,English,0,https://www.imdb.com/title/tt4680980/,4923
The Jeffersons,-,TV Series,['Comedy'],7.4,0,30,Color,English,0,https://www.imdb.com/title/tt0072519/,6825
In the Line of Fire ,1993,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.2,74,128,Color,English,176997168,https://www.imdb.com/title/tt0107206/,86065
The Borrowers ,1997,Movie,"['Adventure', 'Comedy', 'Family', 'Fantasy']",5.8,0,89,Color,English,22619589,https://www.imdb.com/title/tt0118755/,18812
The Sisterhood of the Traveling Pants 2 ,2008,Movie,"['Comedy', 'Drama', 'Romance']",6.2,63,119,Color,English,44352417,https://www.imdb.com/title/tt1018785/,25744
Flashpoint,-,TV Series,"['Action', 'Crime', 'Drama', 'Thriller']",7.7,0,0,Color,English,0,https://www.imdb.com/title/tt1059475/,15790
